order_id,product_id,quantity,unit_price,total_price
317,84,3,282.56,847.68
317,48,3,44.22,132.66
317,46,1,367.02,367.02
318,27,3,446.68,1340.04
318,38,2,211.21,422.42
318,72,2,241.01,482.02
318,10,2,263.01,526.02
319,85,4,59.24,236.96
319,57,3,57.47,172.41
319,48,3,44.22,132.66
319,50,1,361.92,361.92
320,79,4,365.36,1461.44
321,55,2,188.56,377.12
322,93,2,497.5,995.0
322,97,4,285.12,1140.48
323,79,4,365.36,1461.44
323,83,1,20.7,20.7
323,43,3,161.9,485.7
323,1,2,111.25,222.5
324,27,4,446.68,1786.72
324,83,2,20.7,41.4
324,99,1,242.79,242.79
324,86,1,35.08,35.08
324,9,3,258.66,775.98
325,23,3,479.19,1437.57
325,63,4,462.26,1849.04
325,49,2,67.08,134.16
326,61,3,183.55,550.65
326,20,4,388.6,1554.4
326,55,1,188.56,188.56
327,85,3,59.24,177.72
327,37,2,42.48,84.96
327,7,2,271.0,542.0
328,59,2,493.16,986.32
328,12,2,392.51,785.02
328,85,1,59.24,59.24
328,9,4,258.66,1034.64
329,51,3,9.64,28.92
329,60,3,285.98,857.94
330,79,2,365.36,730.72
330,37,4,42.48,169.92
331,72,2,241.01,482.02
331,24,3,337.66,1012.98
332,1,1,111.25,111.25
332,43,2,161.9,323.8
333,95,3,72.82,218.46
334,6,3,391.62,1174.86
334,1,3,111.25,333.75
335,17,4,236.06,944.24
336,92,4,437.28,1749.12
336,67,1,407.75,407.75
336,71,1,287.44,287.44
336,16,4,144.94,579.76
336,32,1,75.65,75.65
337,74,3,472.21,1416.63
337,34,1,312.76,312.76
337,62,3,348.79,1046.37
337,4,3,360.91,1082.73
338,72,4,241.01,964.04
338,82,4,366.72,1466.88
338,4,3,360.91,1082.73
338,66,4,86.63,346.52
338,13,3,212.57,637.71
339,96,4,391.26,1565.04
339,11,4,270.28,1081.12
339,99,2,242.79,485.58
339,52,4,427.9,1711.6
339,11,1,270.28,270.28
340,77,4,207.66,830.64
341,34,2,312.76,625.52
341,61,1,183.55,183.55
341,52,1,427.9,427.9
341,95,2,72.82,145.64
341,34,3,312.76,938.28
342,99,4,242.79,971.16
342,88,3,427.9,1283.7
342,35,3,15.69,47.07
343,49,4,67.08,268.32
343,89,3,249.75,749.25
343,45,1,243.97,243.97
343,70,1,279.59,279.59
344,39,4,312.46,1249.84
345,82,1,366.72,366.72
346,30,3,381.4,1144.2
346,28,1,249.79,249.79
346,99,2,242.79,485.58
346,28,4,249.79,999.16
347,43,1,161.9,161.9
348,33,4,109.21,436.84
348,20,3,388.6,1165.8
348,28,4,249.79,999.16
348,80,1,139.16,139.16
348,95,4,72.82,291.28
349,17,4,236.06,944.24
350,29,3,74.74,224.22
350,89,1,249.75,249.75
351,67,2,407.75,815.5
351,29,3,74.74,224.22
351,85,2,59.24,118.48
351,28,4,249.79,999.16
352,16,1,144.94,144.94
352,64,1,183.62,183.62
352,25,3,119.99,359.97
353,69,4,41.55,166.2
353,25,4,119.99,479.96
353,8,4,7.15,28.6
353,14,3,14.86,44.58
354,7,2,271.0,542.0
354,34,1,312.76,312.76
355,43,4,161.9,647.6
355,99,3,242.79,728.37
356,83,4,20.7,82.8
357,99,4,242.79,971.16
357,100,3,377.25,1131.75
357,43,2,161.9,323.8
358,13,1,212.57,212.57
358,19,4,52.3,209.2
358,21,3,398.96,1196.88
359,91,4,344.51,1378.04
359,3,3,158.68,476.04
359,65,3,216.05,648.15
359,38,2,211.21,422.42
359,33,4,109.21,436.84
360,34,2,312.76,625.52
360,33,4,109.21,436.84
360,28,3,249.79,749.37
361,23,3,479.19,1437.57
361,61,1,183.55,183.55
362,17,3,236.06,708.18
362,70,1,279.59,279.59
363,86,2,35.08,70.16
364,39,2,312.46,624.92
364,48,2,44.22,88.44
365,91,2,344.51,689.02
366,72,2,241.01,482.02
366,1,4,111.25,445.0
366,3,1,158.68,158.68
367,83,4,20.7,82.8
368,2,2,167.75,335.5
369,83,2,20.7,41.4
369,78,2,157.78,315.56
370,66,3,86.63,259.89
370,86,3,35.08,105.24
370,97,1,285.12,285.12
371,73,1,414.3,414.3
371,53,4,489.09,1956.36
371,36,1,266.61,266.61
372,68,1,98.46,98.46
372,66,4,86.63,346.52
372,79,1,365.36,365.36
372,85,1,59.24,59.24
372,2,2,167.75,335.5
373,1,4,111.25,445.0
373,76,2,101.99,203.98
373,20,3,388.6,1165.8
373,70,2,279.59,559.18
374,58,2,447.62,895.24
375,99,2,242.79,485.58
375,76,1,101.99,101.99
375,61,1,183.55,183.55
375,33,2,109.21,218.42
375,40,3,277.18,831.54
376,96,2,391.26,782.52
376,76,1,101.99,101.99
377,43,2,161.9,323.8
377,39,3,312.46,937.38
378,46,3,367.02,1101.06
378,47,4,269.23,1076.92
379,31,4,183.12,732.48
379,44,1,122.31,122.31
379,80,3,139.16,417.48
380,57,2,57.47,114.94
380,7,4,271.0,1084.0
380,30,4,381.4,1525.6
381,71,1,287.44,287.44
382,37,2,42.48,84.96
383,97,4,285.12,1140.48
383,41,3,227.0,681.0
384,44,4,122.31,489.24
384,82,3,366.72,1100.16
384,51,4,9.64,38.56
384,6,3,391.62,1174.86
384,1,2,111.25,222.5
385,11,1,270.28,270.28
386,90,1,157.48,157.48
386,98,4,32.39,129.56
386,52,4,427.9,1711.6
386,70,3,279.59,838.77
387,45,2,243.97,487.94
387,10,1,263.01,263.01
387,96,3,391.26,1173.78
388,5,2,13.8,27.6
389,75,3,185.86,557.58
389,55,4,188.56,754.24
389,71,3,287.44,862.32
390,89,4,249.75,999.0
390,21,1,398.96,398.96
390,30,3,381.4,1144.2
391,80,2,139.16,278.32
391,3,4,158.68,634.72
391,33,1,109.21,109.21
391,20,3,388.6,1165.8
392,79,1,365.36,365.36
392,7,4,271.0,1084.0
392,34,2,312.76,625.52
392,48,3,44.22,132.66
392,53,3,489.09,1467.27
393,53,4,489.09,1956.36
393,20,4,388.6,1554.4
393,48,3,44.22,132.66
393,26,2,372.02,744.04
394,67,4,407.75,1631.0
394,26,4,372.02,1488.08
394,98,4,32.39,129.56
394,79,1,365.36,365.36
395,92,2,437.28,874.56
395,75,2,185.86,371.72
395,16,2,144.94,289.88
395,91,3,344.51,1033.53
396,27,1,446.68,446.68
396,78,4,157.78,631.12
396,86,1,35.08,35.08
396,38,3,211.21,633.63
396,11,4,270.28,1081.12
397,83,4,20.7,82.8
397,37,4,42.48,169.92
397,35,1,15.69,15.69
397,55,2,188.56,377.12
398,28,1,249.79,249.79
398,8,2,7.15,14.3
398,1,4,111.25,445.0
398,53,3,489.09,1467.27
398,92,3,437.28,1311.84
399,10,3,263.01,789.03
399,57,2,57.47,114.94
400,7,3,271.0,813.0
400,79,2,365.36,730.72
400,27,1,446.68,446.68
401,60,2,285.98,571.96
401,57,4,57.47,229.88
401,43,2,161.9,323.8
401,100,1,377.25,377.25
402,84,4,282.56,1130.24
402,97,2,285.12,570.24
402,94,4,280.87,1123.48
403,46,4,367.02,1468.08
403,60,3,285.98,857.94
404,61,1,183.55,183.55
404,74,2,472.21,944.42
404,76,2,101.99,203.98
404,6,4,391.62,1566.48
405,53,2,489.09,978.18
405,15,4,290.41,1161.64
405,22,4,158.75,635.0
405,59,1,493.16,493.16
405,84,4,282.56,1130.24
406,86,2,35.08,70.16
406,88,3,427.9,1283.7
406,12,2,392.51,785.02
407,57,3,57.47,172.41
407,44,3,122.31,366.93
407,32,2,75.65,151.3
407,25,3,119.99,359.97
408,34,4,312.76,1251.04
408,31,2,183.12,366.24
408,45,4,243.97,975.88
408,69,3,41.55,124.65
409,11,3,270.28,810.84
409,40,3,277.18,831.54
409,70,2,279.59,559.18
410,73,1,414.3,414.3
411,67,3,407.75,1223.25
412,31,4,183.12,732.48
412,89,3,249.75,749.25
412,60,2,285.98,571.96
412,2,4,167.75,671.0
412,82,1,366.72,366.72
413,88,4,427.9,1711.6
413,81,4,169.92,679.68
413,5,3,13.8,41.4
413,41,3,227.0,681.0
413,61,2,183.55,367.1
414,99,4,242.79,971.16
414,84,3,282.56,847.68
414,73,2,414.3,828.6
414,100,4,377.25,1509.0
414,3,4,158.68,634.72
415,80,4,139.16,556.64
415,89,4,249.75,999.0
416,72,3,241.01,723.03
417,66,2,86.63,173.26
417,60,4,285.98,1143.92
417,51,2,9.64,19.28
417,76,4,101.99,407.96
418,13,1,212.57,212.57
418,81,4,169.92,679.68
419,51,1,9.64,9.64
420,92,3,437.28,1311.84
420,63,1,462.26,462.26
420,23,4,479.19,1916.76
421,70,2,279.59,559.18
421,4,4,360.91,1443.64
422,45,3,243.97,731.91
422,82,1,366.72,366.72
423,93,4,497.5,1990.0
423,22,1,158.75,158.75
423,57,3,57.47,172.41
424,37,3,42.48,127.44
424,11,4,270.28,1081.12
424,78,4,157.78,631.12
425,66,1,86.63,86.63
425,93,2,497.5,995.0
425,88,3,427.9,1283.7
425,93,2,497.5,995.0
425,80,4,139.16,556.64
426,81,2,169.92,339.84
426,62,3,348.79,1046.37
426,91,1,344.51,344.51
427,73,3,414.3,1242.9
427,95,2,72.82,145.64
428,33,1,109.21,109.21
428,28,2,249.79,499.58
428,82,4,366.72,1466.88
428,95,1,72.82,72.82
428,45,1,243.97,243.97
429,85,4,59.24,236.96
429,28,4,249.79,999.16
430,80,2,139.16,278.32
430,54,2,191.7,383.4
431,75,1,185.86,185.86
431,31,3,183.12,549.36
431,5,4,13.8,55.2
431,12,2,392.51,785.02
431,54,1,191.7,191.7
432,9,2,258.66,517.32
433,26,4,372.02,1488.08
433,45,3,243.97,731.91
433,73,4,414.3,1657.2
434,73,1,414.3,414.3
434,44,1,122.31,122.31
435,47,3,269.23,807.69
435,34,4,312.76,1251.04
436,27,1,446.68,446.68
436,11,4,270.28,1081.12
437,94,1,280.87,280.87
437,27,1,446.68,446.68
437,42,2,181.92,363.84
437,24,2,337.66,675.32
437,43,1,161.9,161.9
438,11,4,270.28,1081.12
438,84,1,282.56,282.56
439,82,3,366.72,1100.16
439,56,4,98.17,392.68
439,55,1,188.56,188.56
439,92,1,437.28,437.28
439,79,4,365.36,1461.44
440,51,2,9.64,19.28
441,91,4,344.51,1378.04
441,26,4,372.02,1488.08
442,59,4,493.16,1972.64
442,69,1,41.55,41.55
442,60,2,285.98,571.96
442,64,1,183.62,183.62
442,98,3,32.39,97.17
443,94,4,280.87,1123.48
443,56,1,98.17,98.17
443,5,3,13.8,41.4
444,55,2,188.56,377.12
444,67,1,407.75,407.75
444,85,1,59.24,59.24
445,21,1,398.96,398.96
446,34,2,312.76,625.52
447,53,2,489.09,978.18
448,6,2,391.62,783.24
448,58,3,447.62,1342.86
449,45,2,243.97,487.94
449,23,2,479.19,958.38
449,12,4,392.51,1570.04
449,53,3,489.09,1467.27
449,13,2,212.57,425.14
450,32,4,75.65,302.6
450,48,2,44.22,88.44
451,77,4,207.66,830.64
451,86,4,35.08,140.32
451,86,1,35.08,35.08
451,71,3,287.44,862.32
452,94,2,280.87,561.74
453,92,2,437.28,874.56
454,71,3,287.44,862.32
454,79,1,365.36,365.36
454,77,3,207.66,622.98
454,91,3,344.51,1033.53
455,28,4,249.79,999.16
455,14,1,14.86,14.86
455,100,2,377.25,754.5
456,3,2,158.68,317.36
456,7,4,271.0,1084.0
457,6,1,391.62,391.62
457,83,4,20.7,82.8
457,39,1,312.46,312.46
458,8,3,7.15,21.45
458,27,1,446.68,446.68
458,37,1,42.48,42.48
459,19,4,52.3,209.2
459,23,1,479.19,479.19
460,44,3,122.31,366.93
460,22,4,158.75,635.0
460,7,1,271.0,271.0
460,41,4,227.0,908.0
461,95,4,72.82,291.28
461,18,4,391.81,1567.24
462,45,1,243.97,243.97
462,18,3,391.81,1175.43
462,60,4,285.98,1143.92
463,17,3,236.06,708.18
463,78,4,157.78,631.12
463,97,1,285.12,285.12
463,26,4,372.02,1488.08
463,56,2,98.17,196.34
464,36,3,266.61,799.83
464,76,2,101.99,203.98
464,87,4,169.88,679.52
465,79,2,365.36,730.72
465,96,4,391.26,1565.04
465,66,4,86.63,346.52
466,64,4,183.62,734.48
466,47,1,269.23,269.23
466,52,1,427.9,427.9
467,51,1,9.64,9.64
467,24,1,337.66,337.66
467,8,4,7.15,28.6
468,82,4,366.72,1466.88
468,59,2,493.16,986.32
469,45,2,243.97,487.94
469,35,1,15.69,15.69
469,2,2,167.75,335.5
469,62,1,348.79,348.79
470,59,4,493.16,1972.64
470,38,3,211.21,633.63
471,31,3,183.12,549.36
471,67,3,407.75,1223.25
472,13,2,212.57,425.14
472,22,4,158.75,635.0
472,87,1,169.88,169.88
472,61,4,183.55,734.2
472,83,3,20.7,62.1
473,31,2,183.12,366.24
473,69,1,41.55,41.55
473,75,1,185.86,185.86
473,56,1,98.17,98.17
473,40,4,277.18,1108.72
474,22,3,158.75,476.25
475,78,1,157.78,157.78
475,64,3,183.62,550.86
475,68,4,98.46,393.84
476,22,3,158.75,476.25
476,15,3,290.41,871.23
477,68,2,98.46,196.92
478,12,2,392.51,785.02
478,89,3,249.75,749.25
478,90,3,157.48,472.44
478,81,1,169.92,169.92
479,55,2,188.56,377.12
479,80,1,139.16,139.16
479,92,3,437.28,1311.84
479,77,4,207.66,830.64
480,74,2,472.21,944.42
481,44,1,122.31,122.31
481,65,4,216.05,864.2
481,92,1,437.28,437.28
481,25,3,119.99,359.97
482,100,3,377.25,1131.75
482,3,4,158.68,634.72
483,82,2,366.72,733.44
484,98,2,32.39,64.78
484,68,3,98.46,295.38
484,13,4,212.57,850.28
484,44,4,122.31,489.24
484,35,3,15.69,47.07
485,16,1,144.94,144.94
485,64,1,183.62,183.62
485,82,1,366.72,366.72
486,27,2,446.68,893.36
486,19,3,52.3,156.9
487,23,1,479.19,479.19
487,56,2,98.17,196.34
487,5,3,13.8,41.4
488,13,3,212.57,637.71
489,35,1,15.69,15.69
489,98,3,32.39,97.17
489,99,2,242.79,485.58
490,4,1,360.91,360.91
490,85,2,59.24,118.48
491,22,4,158.75,635.0
492,25,3,119.99,359.97
492,96,3,391.26,1173.78
492,96,4,391.26,1565.04
492,92,1,437.28,437.28
493,29,2,74.74,149.48
493,97,4,285.12,1140.48
493,97,2,285.12,570.24
494,80,2,139.16,278.32
494,67,1,407.75,407.75
495,35,4,15.69,62.76
495,31,2,183.12,366.24
495,53,3,489.09,1467.27
495,73,4,414.3,1657.2
496,50,1,361.92,361.92
496,59,4,493.16,1972.64
496,77,3,207.66,622.98
497,46,1,367.02,367.02
497,16,2,144.94,289.88
497,73,3,414.3,1242.9
497,4,1,360.91,360.91
497,29,2,74.74,149.48
498,6,2,391.62,783.24
498,82,1,366.72,366.72
499,3,3,158.68,476.04
499,38,3,211.21,633.63
500,64,3,183.62,550.86
500,96,1,391.26,391.26
500,32,4,75.65,302.6
501,84,1,282.56,282.56
501,4,1,360.91,360.91
501,69,4,41.55,166.2
502,47,3,269.23,807.69
502,15,4,290.41,1161.64
502,97,1,285.12,285.12
503,64,1,183.62,183.62
504,8,1,7.15,7.15
504,51,2,9.64,19.28
504,71,3,287.44,862.32
504,41,1,227.0,227.0
504,20,2,388.6,777.2
505,54,4,191.7,766.8
505,57,1,57.47,57.47
505,32,4,75.65,302.6
506,66,3,86.63,259.89
507,24,4,337.66,1350.64
507,67,2,407.75,815.5
507,47,1,269.23,269.23
507,65,2,216.05,432.1
507,39,2,312.46,624.92
508,20,1,388.6,388.6
508,11,3,270.28,810.84
508,11,3,270.28,810.84
508,73,2,414.3,828.6
509,34,2,312.76,625.52
509,1,1,111.25,111.25
509,84,2,282.56,565.12
509,19,4,52.3,209.2
510,52,2,427.9,855.8
510,96,3,391.26,1173.78
510,7,4,271.0,1084.0
510,20,4,388.6,1554.4
510,80,2,139.16,278.32
511,50,4,361.92,1447.68
511,18,2,391.81,783.62
512,86,1,35.08,35.08
512,23,2,479.19,958.38
512,12,2,392.51,785.02
512,57,3,57.47,172.41
513,33,4,109.21,436.84
513,98,1,32.39,32.39
514,74,2,472.21,944.42
514,37,1,42.48,42.48
514,64,1,183.62,183.62
514,31,3,183.12,549.36
515,88,3,427.9,1283.7
515,7,2,271.0,542.0
515,59,1,493.16,493.16
515,77,4,207.66,830.64
515,56,4,98.17,392.68
516,67,1,407.75,407.75
516,67,1,407.75,407.75
516,22,3,158.75,476.25
516,64,2,183.62,367.24
516,46,2,367.02,734.04
517,2,4,167.75,671.0
517,11,3,270.28,810.84
517,41,2,227.0,454.0
518,47,1,269.23,269.23
518,34,4,312.76,1251.04
518,66,1,86.63,86.63
518,46,3,367.02,1101.06
519,12,3,392.51,1177.53
519,1,4,111.25,445.0
519,90,2,157.48,314.96
520,47,1,269.23,269.23
520,96,4,391.26,1565.04
521,21,2,398.96,797.92
521,28,3,249.79,749.37
521,97,2,285.12,570.24
522,92,3,437.28,1311.84
522,32,2,75.65,151.3
522,47,3,269.23,807.69
522,59,2,493.16,986.32
523,10,2,263.01,526.02
524,37,1,42.48,42.48
525,24,3,337.66,1012.98
525,12,4,392.51,1570.04
525,57,3,57.47,172.41
526,89,4,249.75,999.0
526,52,4,427.9,1711.6
526,48,4,44.22,176.88
526,2,2,167.75,335.5
527,98,2,32.39,64.78
527,45,3,243.97,731.91
528,53,2,489.09,978.18
528,60,2,285.98,571.96
528,2,2,167.75,335.5
528,11,4,270.28,1081.12
528,17,4,236.06,944.24
529,21,4,398.96,1595.84
529,10,1,263.01,263.01
529,40,4,277.18,1108.72
529,99,3,242.79,728.37
530,42,4,181.92,727.68
530,63,4,462.26,1849.04
531,48,4,44.22,176.88
531,68,1,98.46,98.46
531,18,4,391.81,1567.24
532,24,2,337.66,675.32
532,54,1,191.7,191.7
533,38,3,211.21,633.63
533,3,1,158.68,158.68
533,90,1,157.48,157.48
534,95,1,72.82,72.82
534,18,4,391.81,1567.24
534,26,3,372.02,1116.06
534,11,3,270.28,810.84
535,55,2,188.56,377.12
535,74,3,472.21,1416.63
536,76,2,101.99,203.98
536,19,2,52.3,104.6
536,61,1,183.55,183.55
537,43,4,161.9,647.6
537,75,1,185.86,185.86
537,73,1,414.3,414.3
537,85,4,59.24,236.96
537,20,2,388.6,777.2
538,49,1,67.08,67.08
538,46,3,367.02,1101.06
538,92,1,437.28,437.28
538,31,3,183.12,549.36
539,52,4,427.9,1711.6
540,10,3,263.01,789.03
540,85,3,59.24,177.72
541,75,2,185.86,371.72
541,1,1,111.25,111.25
541,28,4,249.79,999.16
541,83,2,20.7,41.4
542,95,2,72.82,145.64
542,36,4,266.61,1066.44
542,50,1,361.92,361.92
543,7,4,271.0,1084.0
543,2,2,167.75,335.5
544,92,1,437.28,437.28
544,1,3,111.25,333.75
544,88,1,427.9,427.9
545,8,3,7.15,21.45
545,19,3,52.3,156.9
545,19,2,52.3,104.6
545,98,2,32.39,64.78
545,51,2,9.64,19.28
546,82,3,366.72,1100.16
546,86,3,35.08,105.24
546,76,2,101.99,203.98
546,66,3,86.63,259.89
546,92,2,437.28,874.56
547,91,2,344.51,689.02
547,31,3,183.12,549.36
547,90,2,157.48,314.96
547,95,3,72.82,218.46
548,86,3,35.08,105.24
548,85,3,59.24,177.72
548,45,4,243.97,975.88
549,69,2,41.55,83.1
549,64,3,183.62,550.86
549,99,4,242.79,971.16
550,22,1,158.75,158.75
550,63,2,462.26,924.52
550,91,3,344.51,1033.53
550,17,3,236.06,708.18
550,52,4,427.9,1711.6
551,13,1,212.57,212.57
551,24,2,337.66,675.32
551,20,4,388.6,1554.4
551,22,3,158.75,476.25
551,10,4,263.01,1052.04
552,26,3,372.02,1116.06
552,42,2,181.92,363.84
552,44,3,122.31,366.93
553,61,2,183.55,367.1
553,68,2,98.46,196.92
553,48,1,44.22,44.22
554,26,2,372.02,744.04
555,99,4,242.79,971.16
555,98,1,32.39,32.39
555,35,2,15.69,31.38
555,46,1,367.02,367.02
556,43,1,161.9,161.9
557,76,4,101.99,407.96
557,15,1,290.41,290.41
557,17,1,236.06,236.06
557,92,2,437.28,874.56
557,43,1,161.9,161.9
558,55,2,188.56,377.12
559,71,3,287.44,862.32
559,58,3,447.62,1342.86
559,18,3,391.81,1175.43
559,17,1,236.06,236.06
559,45,1,243.97,243.97
560,25,4,119.99,479.96
560,74,4,472.21,1888.84
560,29,4,74.74,298.96
560,47,1,269.23,269.23
560,40,2,277.18,554.36
561,69,2,41.55,83.1
561,49,1,67.08,67.08
561,30,3,381.4,1144.2
561,19,4,52.3,209.2
561,29,1,74.74,74.74
562,4,1,360.91,360.91
562,41,1,227.0,227.0
562,6,2,391.62,783.24
562,61,1,183.55,183.55
562,81,2,169.92,339.84
563,21,2,398.96,797.92
563,17,4,236.06,944.24
563,27,1,446.68,446.68
563,84,3,282.56,847.68
564,27,4,446.68,1786.72
564,72,4,241.01,964.04
564,72,3,241.01,723.03
564,3,4,158.68,634.72
565,12,1,392.51,392.51
565,55,3,188.56,565.68
565,79,3,365.36,1096.08
565,6,3,391.62,1174.86
565,87,2,169.88,339.76
566,19,3,52.3,156.9
566,79,3,365.36,1096.08
567,13,4,212.57,850.28
568,53,2,489.09,978.18
568,89,3,249.75,749.25
568,31,2,183.12,366.24
568,64,2,183.62,367.24
568,17,4,236.06,944.24
569,97,4,285.12,1140.48
569,15,4,290.41,1161.64
569,32,4,75.65,302.6
569,56,3,98.17,294.51
570,94,4,280.87,1123.48
570,26,4,372.02,1488.08
570,20,4,388.6,1554.4
571,78,3,157.78,473.34
571,4,1,360.91,360.91
571,22,1,158.75,158.75
572,59,4,493.16,1972.64
572,69,3,41.55,124.65
573,71,3,287.44,862.32
573,46,3,367.02,1101.06
573,14,3,14.86,44.58
573,31,4,183.12,732.48
573,20,3,388.6,1165.8
574,18,2,391.81,783.62
574,54,1,191.7,191.7
574,35,1,15.69,15.69
574,88,4,427.9,1711.6
575,58,4,447.62,1790.48
575,60,4,285.98,1143.92
575,23,2,479.19,958.38
575,40,4,277.18,1108.72
575,59,3,493.16,1479.48
576,27,1,446.68,446.68
577,48,3,44.22,132.66
577,21,2,398.96,797.92
577,90,2,157.48,314.96
577,75,1,185.86,185.86
578,81,4,169.92,679.68
578,44,1,122.31,122.31
578,74,3,472.21,1416.63
578,37,4,42.48,169.92
579,12,2,392.51,785.02
579,37,1,42.48,42.48
580,39,4,312.46,1249.84
581,18,3,391.81,1175.43
581,2,4,167.75,671.0
581,83,1,20.7,20.7
582,30,1,381.4,381.4
582,85,2,59.24,118.48
582,92,1,437.28,437.28
582,26,3,372.02,1116.06
583,63,4,462.26,1849.04
583,99,1,242.79,242.79
584,40,1,277.18,277.18
584,16,2,144.94,289.88
584,38,3,211.21,633.63
585,42,2,181.92,363.84
585,54,4,191.7,766.8
585,88,2,427.9,855.8
585,100,1,377.25,377.25
585,69,2,41.55,83.1
586,1,3,111.25,333.75
586,12,3,392.51,1177.53
586,62,4,348.79,1395.16
586,91,1,344.51,344.51
586,48,3,44.22,132.66
587,68,4,98.46,393.84
587,75,2,185.86,371.72
587,5,1,13.8,13.8
587,16,3,144.94,434.82
587,48,3,44.22,132.66
588,89,3,249.75,749.25
588,53,4,489.09,1956.36
588,68,4,98.46,393.84
588,76,3,101.99,305.97
589,39,2,312.46,624.92
590,54,1,191.7,191.7
590,82,1,366.72,366.72
590,13,3,212.57,637.71
591,83,3,20.7,62.1
591,87,4,169.88,679.52
591,18,3,391.81,1175.43
591,95,3,72.82,218.46
591,72,3,241.01,723.03
592,43,3,161.9,485.7
593,55,1,188.56,188.56
593,15,1,290.41,290.41
593,60,1,285.98,285.98
593,65,1,216.05,216.05
594,8,2,7.15,14.3
594,66,3,86.63,259.89
594,32,1,75.65,75.65
594,42,1,181.92,181.92
595,8,3,7.15,21.45
595,20,4,388.6,1554.4
595,70,3,279.59,838.77
595,99,1,242.79,242.79
595,98,2,32.39,64.78
596,62,2,348.79,697.58
596,90,2,157.48,314.96
596,77,4,207.66,830.64
596,82,1,366.72,366.72
597,84,2,282.56,565.12
597,100,1,377.25,377.25
597,67,4,407.75,1631.0
597,27,1,446.68,446.68
598,69,1,41.55,41.55
598,28,2,249.79,499.58
598,22,1,158.75,158.75
598,42,1,181.92,181.92
598,97,1,285.12,285.12
599,43,2,161.9,323.8
599,65,3,216.05,648.15
599,43,2,161.9,323.8
599,13,2,212.57,425.14
600,43,3,161.9,485.7
601,78,1,157.78,157.78
602,19,2,52.3,104.6
602,85,3,59.24,177.72
602,1,4,111.25,445.0
603,85,1,59.24,59.24
603,1,1,111.25,111.25
604,73,3,414.3,1242.9
604,57,1,57.47,57.47
605,24,2,337.66,675.32
605,91,1,344.51,344.51
606,26,1,372.02,372.02
606,100,1,377.25,377.25
606,35,3,15.69,47.07
607,89,4,249.75,999.0
607,4,2,360.91,721.82
607,69,2,41.55,83.1
608,88,1,427.9,427.9
608,19,1,52.3,52.3
609,1,2,111.25,222.5
610,80,2,139.16,278.32
610,8,1,7.15,7.15
610,20,2,388.6,777.2
610,33,2,109.21,218.42
610,98,3,32.39,97.17
611,76,2,101.99,203.98
611,40,2,277.18,554.36
611,55,4,188.56,754.24
611,55,2,188.56,377.12
612,70,3,279.59,838.77
612,48,4,44.22,176.88
613,94,1,280.87,280.87
613,92,2,437.28,874.56
613,96,4,391.26,1565.04
614,75,2,185.86,371.72
614,55,2,188.56,377.12
614,46,4,367.02,1468.08
615,11,3,270.28,810.84
616,96,2,391.26,782.52
617,38,3,211.21,633.63
617,59,4,493.16,1972.64
617,61,4,183.55,734.2
617,57,2,57.47,114.94
618,53,2,489.09,978.18
618,15,2,290.41,580.82
619,33,1,109.21,109.21
619,42,3,181.92,545.76
619,81,4,169.92,679.68
620,48,4,44.22,176.88
621,49,4,67.08,268.32
621,62,2,348.79,697.58
621,31,2,183.12,366.24
622,63,1,462.26,462.26
623,48,2,44.22,88.44
623,87,2,169.88,339.76
623,54,1,191.7,191.7
623,37,2,42.48,84.96
623,43,1,161.9,161.9
624,82,3,366.72,1100.16
624,39,4,312.46,1249.84
624,68,3,98.46,295.38
624,19,4,52.3,209.2
625,10,4,263.01,1052.04
625,69,2,41.55,83.1
625,95,3,72.82,218.46
625,59,3,493.16,1479.48
626,75,4,185.86,743.44
626,91,1,344.51,344.51
626,58,3,447.62,1342.86
627,45,2,243.97,487.94
627,51,2,9.64,19.28
627,85,3,59.24,177.72
627,13,4,212.57,850.28
628,26,2,372.02,744.04
628,12,3,392.51,1177.53
628,36,4,266.61,1066.44
629,80,2,139.16,278.32
629,53,4,489.09,1956.36
630,60,4,285.98,1143.92
630,98,4,32.39,129.56
631,66,3,86.63,259.89
631,78,4,157.78,631.12
631,24,1,337.66,337.66
631,37,3,42.48,127.44
632,30,4,381.4,1525.6
632,69,2,41.55,83.1
632,35,4,15.69,62.76
633,13,3,212.57,637.71
633,16,4,144.94,579.76
633,62,2,348.79,697.58
634,56,1,98.17,98.17
634,53,4,489.09,1956.36
634,84,2,282.56,565.12
634,15,1,290.41,290.41
634,15,1,290.41,290.41
635,100,3,377.25,1131.75
635,83,2,20.7,41.4
635,35,3,15.69,47.07
635,78,2,157.78,315.56
636,72,2,241.01,482.02
636,3,4,158.68,634.72
637,43,3,161.9,485.7
637,75,2,185.86,371.72
638,38,3,211.21,633.63
638,38,2,211.21,422.42
638,94,2,280.87,561.74
638,36,2,266.61,533.22
639,55,4,188.56,754.24
639,1,2,111.25,222.5
639,31,3,183.12,549.36
640,12,1,392.51,392.51
640,96,3,391.26,1173.78
640,61,1,183.55,183.55
640,17,3,236.06,708.18
641,92,2,437.28,874.56
641,40,3,277.18,831.54
641,57,2,57.47,114.94
642,81,2,169.92,339.84
642,94,3,280.87,842.61
642,4,1,360.91,360.91
643,57,4,57.47,229.88
643,35,3,15.69,47.07
643,95,1,72.82,72.82
643,28,3,249.79,749.37
644,70,3,279.59,838.77
644,65,3,216.05,648.15
644,56,3,98.17,294.51
